Title,Rating,Popularity,Budget,Gross Worldwide,URL,Runtime_minutes,ROI,Director_main,Writer_main,Star_main,Genre_main
"Eu când vreau să fluier, fluier",7.0,36.0,20000000.0,280892.0,https://www.imdb.com/title/tt1590024/,94,0.0140446,Florin Serban,Cãtãlin Mitulescu,George Pistereanu,Drama
The Devil Rides Out,6.9,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0062885/,96,2.545e-05,Terence Fisher,Richard Matheson,Christopher Lee,Folk Horror
Andre,5.7,36.0,20000000.0,16820893.0,https://www.imdb.com/title/tt0109120/,95,0.84104465,George Miller,Harry Goodridge,Tina Majorino,Animal Adventure
Benvenuti al sud,6.6,36.0,20000000.0,45912298.0,https://www.imdb.com/title/tt1529235/,102,2.2956149,Luca Miniero,Massimo Gaudioso,Claudio Bisio,Italian
Banii,7.4,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0085180/,85,2.545e-05,Robert Bresson,Lev Tolstoy,Christian Patey,French
A.C.A.B. - All Cops Are Bastards,6.6,36.0,5000000.0,3847381.0,https://www.imdb.com/title/tt1893195/,112,0.7694762,Stefano Sollima,Carlo Bonini,Pierfrancesco Favino,Italian
After School Special,4.7,36.0,20000000.0,83439.0,https://www.imdb.com/title/tt0302297/,90,0.00417195,David Mickey Evans,David H. Steinberg,Erik von Detten,Comedy
Davaro,8.1,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0252361/,94,2.545e-05,Kartal Tibet,Yavuz Turgul,Kemal Sunal,Turkish
Kak ya provyol etim letom,6.9,36.0,2500000.0,730412.0,https://www.imdb.com/title/tt1588875/,130,0.2921648,Alexei Popogrebsky,Alexei Popogrebsky,Grigory Dobrygin,Russian
In Secret,6.1,3488.0,20000000.0,652228.0,https://www.imdb.com/title/tt0409379/,107,0.0326114,Charlie Stratton,Émile Zola,Elizabeth Olsen,Crime
An...,6.9,36.0,20000000.0,4301754.0,https://www.imdb.com/title/tt2400283/,111,0.2150877,Christopher Papakaliatis,Christopher Papakaliatis,Christopher Papakaliatis,Greek
Mishima: A Life in Four Chapters,7.9,36.0,5000000.0,569996.0,https://www.imdb.com/title/tt0089603/,120,0.1139992,Paul Schrader,Chieko Schrader,Ken Ogata,Japanese
Looking for Mr. Goodbar,6.7,526.0,20000000.0,22513584.0,https://www.imdb.com/title/tt0076327/,136,1.1256792,Richard Brooks,Judith Rossner,Diane Keaton,Psychological Drama
Cloak & Dagger,6.6,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0087065/,101,2.545e-05,Richard Franklin,Tom Holland,Henry Thomas,Spy
Delirious,6.4,36.0,5000000.0,659589.0,https://www.imdb.com/title/tt0412637/,107,0.1319178,Tom DiCillo,Tom DiCillo,Steve Buscemi,Satire
The Terror,5.1,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0057569/,81,2.545e-05,Roger Corman,Leo Gordon,Boris Karloff,Supernatural Horror
Cei care au rămas,4.3,36.0,20000000.0,2297261.0,https://www.imdb.com/title/tt2714380/,88,0.11486305,Casey La Scala,Casey La Scala,Johnny Pacar,Supernatural Horror
Astérix et le Coup du menhir,6.4,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0096842/,81,2.545e-05,Philippe Grimond,René Goscinny,Roger Carel,French
"Dr. Mabuse, jucătorul",7.8,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0013086/,195,2.545e-05,Fritz Lang,Norbert Jacques,Rudolf Klein-Rogge,Crime
The Old Dark House,7.0,36.0,20000000.0,34649.0,https://www.imdb.com/title/tt0023293/,72,0.00173245,James Whale,J.B. Priestley,Boris Karloff,Adventure
Wake in Fright,7.5,36.0,528000.0,269315.0,https://www.imdb.com/title/tt0067541/,109,0.5100662878787878,Ted Kotcheff,Evan Jones,Donald Pleasence,Psychological Drama
Invadatori din Marte,6.3,36.0,290000.0,509.0,https://www.imdb.com/title/tt0045917/,78,0.0017551724137931035,William Cameron Menzies,Richard Blake,Helena Carter,Alien Invasion
Meteor Man,5.2,36.0,20000000.0,8016708.0,https://www.imdb.com/title/tt0107563/,100,0.4008354,Robert Townsend,Robert Townsend,Robert Townsend,Parody
Detectivul bancii,7.1,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0032234/,72,2.545e-05,Edward F. Cline,W.C. Fields,W.C. Fields,Comedy
Somers Town,6.8,36.0,625000.0,1189186.0,https://www.imdb.com/title/tt1172206/,71,1.9026976,Shane Meadows,Paul Fraser,Piotr Jagiello,Comedy
Dulcea pasăre a tinereții,7.1,36.0,20000000.0,60.0,https://www.imdb.com/title/tt0056541/,120,3e-06,Richard Brooks,Tennessee Williams,Paul Newman,Drama
Jian dang wei ye,3.1,36.0,20000000.0,58320429.0,https://www.imdb.com/title/tt1699513/,140,2.91602145,Sanping Han,Zhe Dong,Ye Liu,Mandarin
Detectiv pe skateboard,6.3,36.0,10000000.0,2777280.0,https://www.imdb.com/title/tt0097438/,105,0.277728,Graeme Clifford,Michael Tolkin,Christian Slater,Tragedy
Dead & Breakfast,5.7,36.0,500000.0,509.0,https://www.imdb.com/title/tt0350774/,88,0.001018,Matthew Leutwyler,Billy Burke,Jeremy Sisto,B-Horror
Bunny Lake a dispărut,7.3,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0058997/,107,2.545e-05,Otto Preminger,John Mortimer,Laurence Olivier,Drama
The Claim,6.3,36.0,14800000.0,885836.0,https://www.imdb.com/title/tt0218378/,120,0.05985378378378378,Michael Winterbottom,Frank Cottrell Boyce,Ron Anderson,Drama
Fuk sau,6.5,36.0,9900000.0,1423604.0,https://www.imdb.com/title/tt1329454/,108,0.14379838383838384,Johnnie To,Ka-Fai Wai,Johnny Hallyday,Cantonese
Fat City,7.2,36.0,20000000.0,181.0,https://www.imdb.com/title/tt0068575/,96,9.05e-06,John Huston,Leonard Gardner,Stacy Keach,Boxing
The Hit,7.0,36.0,20000000.0,876775.0,https://www.imdb.com/title/tt0087414/,98,0.04383875,Stephen Frears,Peter Prince,Freddie Stuart,Psychological Thriller
Sayat Nova,7.6,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0063555/,79,2.545e-05,Sergei Parajanov,Sayat Nova,Sofiko Chiaureli,Biography
Femeia de Alături,7.2,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0082370/,106,2.545e-05,François Truffaut,François Truffaut,Gérard Depardieu,French
Te-am prins!,7.1,36.0,20000000.0,19225992.0,https://www.imdb.com/title/tt0409072/,123,0.9612996,Jae-young Kwak,Jae-young Kwak,Jun Ji-hyun,Korean
Pure Luck,5.8,36.0,17010000.0,24941969.0,https://www.imdb.com/title/tt0102729/,96,1.4663121105232215,Nadia Tass,Francis Veber,Martin Short,Comedy
Viaţa şi vremurile judecătorului Roy Bean,6.8,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0068853/,120,2.545e-05,John Huston,John Milius,Paul Newman,Satire
Istoria oficială,7.7,36.0,20000000.0,69832.0,https://www.imdb.com/title/tt0089276/,112,0.0034916,Luis Puenzo,Aída Bortnik,Héctor Alterio,Spanish
Storm Warning,5.8,36.0,20000000.0,260346.0,https://www.imdb.com/title/tt0800367/,86,0.0130173,Jamie Blanks,Everett De Roche,Nadia Farès,Slasher Horror
"Matru, Bijlee şi Mandola",5.5,36.0,20000000.0,6009116.0,https://www.imdb.com/title/tt2106537/,151,0.3004558,Vishal Bhardwaj,Vishal Bhardwaj,Imran Khan,Hindi
Cascadorii dragostei,3.9,36.0,12500000.0,2998940.0,https://www.imdb.com/title/tt1144804/,142,0.2399152,Sabbir Khan,Sabbir Khan,Akshay Kumar,Hindi
Divorţul vesel,7.3,36.0,520000.0,6879.0,https://www.imdb.com/title/tt0025164/,107,0.013228846153846154,Mark Sandrich,Dwight Taylor,Fred Astaire,Screwball Comedy
Sub foc inamic,7.0,36.0,9500000.0,5696391.0,https://www.imdb.com/title/tt0086510/,128,0.5996201052631579,Roger Spottiswoode,Ron Shelton,Nick Nolte,Drama
Angry Video Game Nerd: The Movie,5.4,36.0,325927.0,509.0,https://www.imdb.com/title/tt2123146/,115,0.0015616993989451627,Kevin Finn,Kevin Finn,James Rolfe,Alien Invasion
Ms .45,6.8,36.0,62000.0,509.0,https://www.imdb.com/title/tt0082776/,80,0.00820967741935484,Abel Ferrara,Nicholas St. John,Zoë Lund,Crime
Napoleon,8.2,36.0,3353878.3792230287,39448.0,https://www.imdb.com/title/tt0018192/,330,0.011761905334545453,Abel Gance,Abel Gance,Albert Dieudonné,Docudrama
Duminica in familie,7.0,36.0,7500000.0,43700855.0,https://www.imdb.com/title/tt0120169/,115,5.826780666666667,George Tillman Jr.,George Tillman Jr.,Vanessa Williams,Comedy
S-a nascut o stea,7.3,36.0,1173639.0,509.0,https://www.imdb.com/title/tt0029606/,111,0.00043369383600919874,William A. Wellman,Dorothy Parker,Janet Gaynor,Tragic Romance
Nopti albe,6.7,36.0,20000000.0,42160849.0,https://www.imdb.com/title/tt0090319/,136,2.10804245,Taylor Hackford,James Goldman,Mikhail Baryshnikov,Drama
Hababam Sinifi: Üç Buçuk,3.1,36.0,20000000.0,11247345.0,https://www.imdb.com/title/tt0494501/,98,0.56236725,Ferdi Egilmez,Kemal Kenan Ergen,Mehmet Ali Erbil,Turkish
Jing Ke ci Qin Wang,7.2,36.0,15000000.0,1267239.0,https://www.imdb.com/title/tt0162866/,162,0.0844826,Kaige Chen,Hiroshi Aramata,Gong Li,Mandarin
Vise electrice,6.4,36.0,20000000.0,2193612.0,https://www.imdb.com/title/tt0087197/,95,0.1096806,Steve Barron,Rusty Lemorande,Lenny von Dohlen,Comedy
Zamani baray-e masti-e asbha,7.7,36.0,20000000.0,632310.0,https://www.imdb.com/title/tt0259072/,80,0.0316155,Bahman Ghobadi,Bahman Ghobadi,Ayoub Ahmadi,Drama
Space Truckers,5.4,36.0,25000000.0,509.0,https://www.imdb.com/title/tt0120199/,95,2.036e-05,Stuart Gordon,Ted Mann,Tim Loane,Space Sci-Fi
Kutsal Damacana,5.1,36.0,2000000.0,4866495.0,https://www.imdb.com/title/tt1092011/,105,2.4332475,Kamil Aydin,Ahmet Yilmaz,Safak Sezer,Turkish
Ne te retourne pas,5.8,36.0,14300000.000000002,2651917.0,https://www.imdb.com/title/tt1075113/,111,0.18544874125874122,Marina de Van,Marina de Van,Sophie Marceau,French
Random Harvest,7.9,36.0,1210000.0,25142.0,https://www.imdb.com/title/tt0035238/,126,0.020778512396694215,Mervyn LeRoy,Claudine West,Ronald Colman,Period Drama
Internat,4.9,36.0,20000000.0,413035.0,https://www.imdb.com/title/tt1407065/,82,0.02065175,Mary Harron,Rachel Klein,Sarah Bolger,Drama
Se întâmplă în Mumbai 2,4.4,36.0,10200000.0,389237.0,https://www.imdb.com/title/tt1891884/,160,0.03816049019607843,Milan Luthria,Rajat Arora,Akshay Kumar,Hindi
The Tripper,5.0,36.0,3000000.0,20840.0,https://www.imdb.com/title/tt0760187/,97,0.006946666666666667,David Arquette,David Arquette,David Arquette,Dark Comedy
De vierde man,7.1,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0086543/,102,2.545e-05,Paul Verhoeven,Gerard Reve,Jeroen Krabbé,Dutch
Mireasa monstrului,4.2,36.0,70000.0,509.0,https://www.imdb.com/title/tt0047898/,69,0.007271428571428571,Edward D. Wood Jr.,Edward D. Wood Jr.,Bela Lugosi,Monster Horror
Parada aurului 1933,7.7,36.0,433000.0,105.0,https://www.imdb.com/title/tt0024069/,97,0.00024249422632794459,Mervyn LeRoy,Erwin Gelsey,Warren William,Classic Musical
Bad Milo!,5.7,36.0,20000000.0,19613.0,https://www.imdb.com/title/tt2274570/,85,0.00098065,Jacob Vaughan,Benjamin Hayes,Ken Marino,Body Horror
Darby O'Gill şi spiriduşii,7.1,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0052722/,93,2.545e-05,Robert Stevenson,Lawrence Edward Watkin,Albert Sharpe,Fairy Tale
3096 Tage,6.5,36.0,20000000.0,6677474.0,https://www.imdb.com/title/tt1667355/,111,0.3338737,Sherry Hormann,Ruth Toma,Antonia Campbell-Hughes,Psychological Drama
Ora de vara,7.1,36.0,4840000.0,7835857.0,https://www.imdb.com/title/tt0836700/,103,1.6189787190082645,Olivier Assayas,Olivier Assayas,Juliette Binoche,French
Maiorul Dundee,6.7,36.0,3800000.0,20807.0,https://www.imdb.com/title/tt0059418/,123,0.005475526315789474,Sam Peckinpah,Harry Julian Fink,Charlton Heston,Adventure
De veghe în lanul de porumb 3: Recolta,4.3,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0109415/,92,2.545e-05,James D.R. Hickox,Dode B. Levenson,Daniel Cerny,Horror
Thriller - En grym film,6.4,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0072285/,104,2.545e-05,Bo Arne Vibenius,Bo Arne Vibenius,Christina Lindberg,Swedish
Frances,7.2,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0083967/,140,2.545e-05,Graeme Clifford,Eric Bergren,Jonathan Banks,Biography
Căsătorie cu surprize,5.8,36.0,20000000.0,2293823.0,https://www.imdb.com/title/tt1703958/,110,0.11469115,Shakun Batra,Shakun Batra,Imran Khan,Hindi
Madhouse,5.4,36.0,3000000.0,1446859.0,https://www.imdb.com/title/tt0363276/,91,0.4822863333333333,William Butler,William Butler,Joshua Leonard,Slasher Horror
Koroshi no rakuin,7.2,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0061882/,91,2.545e-05,Seijun Suzuki,Seijun Suzuki,Jô Shishido,Japanese
Ichimei,7.3,36.0,20000000.0,5435358.0,https://www.imdb.com/title/tt1728196/,128,0.2717679,Takashi Miike,Kikumi Yamagishi,Kôji Yakusho,Japanese
Der Tunnel,7.7,36.0,7100000.0,115112.0,https://www.imdb.com/title/tt0251447/,150,0.016212957746478872,Roland Suso Richter,Johannes W. Betz,Heino Ferch,Drama
Veer,4.6,36.0,20000000.0,6178606.0,https://www.imdb.com/title/tt1185412/,169,0.3089303,Anil Sharma,Shailesh Verma,Manjit Singh,Hindi
Altar,4.9,36.0,20000000.0,509.0,https://www.imdb.com/title/tt3484800/,95,2.545e-05,Nick Willing,Nick Willing,Olivia Williams,Horror
Ore de disperare,5.4,36.0,18000000.0,2742912.0,https://www.imdb.com/title/tt0099409/,105,0.152384,Michael Cimino,Joseph Hayes,Mickey Rourke,Action
Vorbeşte tot oraşul,7.5,36.0,1000000.0,509.0,https://www.imdb.com/title/tt0035417/,118,0.000509,George Stevens,Irwin Shaw,Cary Grant,Screwball Comedy
Reputatia domnisoarei Allenbury,7.8,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0027884/,98,2.545e-05,Jack Conway,Maurine Dallas Watkins,Jean Harlow,Screwball Comedy
Pornografie hardcore,7.1,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0079271/,108,2.545e-05,Paul Schrader,Paul Schrader,George C. Scott,Crime
Neiertaţii,6.5,36.0,5000000.0,509.0,https://www.imdb.com/title/tt0054428/,125,0.0001018,John Huston,Ben Maddow,Burt Lancaster,Classical Western
Poketto monsutâ: Serebî - Toki wo koeta deai,5.8,36.0,20000000.0,28023563.0,https://www.imdb.com/title/tt0287635/,75,1.40117815,Jim Malone,Hideki Sonoda,Rica Matsumoto,Japanese
Shut In,5.7,36.0,20000000.0,509.0,https://www.imdb.com/title/tt4009278/,90,2.545e-05,Adam Schindler,T.J. Cimfel,Rory Culkin,Drama
Hadashi no Gen,8.0,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0085218/,83,2.545e-05,Toshio Hirata,Keiji Nakazawa,Issei Miyazaki,Japanese
Chupke Chupke,8.3,36.0,11892.0,509.0,https://www.imdb.com/title/tt0072783/,146,0.042801883619239825,Hrishikesh Mukherjee,Upendranath Ganguly,Dharmendra,Hindi
Pokkiri,7.6,36.0,2220000.0,509.0,https://www.imdb.com/title/tt1451409/,161,0.00022927927927927927,Prabhu Deva,Nagesh Bharadwaj,Joseph Vijay,Tamil
Rock the Kasbah,5.5,36.0,15000000.0,3394174.0,https://www.imdb.com/title/tt3164256/,106,0.22627826666666667,Barry Levinson,Mitch Glazer,Bill Murray,Quirky Comedy
Nayak: The Real Hero,7.8,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0291376/,187,2.545e-05,S. Shankar,Anurag Kashyap,Anil Kapoor,Hindi
Etz Limon,7.3,36.0,20000000.0,7387488.0,https://www.imdb.com/title/tt1172963/,106,0.3693744,Eran Riklis,Suha Arraf,Hiam Abbass,Arabic
Beynelmilel,7.2,36.0,20000000.0,2410542.0,https://www.imdb.com/title/tt0893507/,105,0.1205271,Muharrem Gülmez,Sirri Süreyya Önder,Cezmi Baskin,Turkish
Juwanna Mann,4.7,36.0,15600000.0,13802599.0,https://www.imdb.com/title/tt0247444/,91,0.8847819871794872,Jesse Vaughan,Bradley Allenstein,Miguel A. Núñez Jr.,Basketball
De o mie de ori noapte bunã,7.0,36.0,5812620.000000001,2549568.0,https://www.imdb.com/title/tt2353767/,117,0.4386262993280138,Erik Poppe,Erik Poppe,Juliette Binoche,Norwegian
Mumia,6.6,36.0,156250.0,509.0,https://www.imdb.com/title/tt0053085/,86,0.0032576,Terence Fisher,Jimmy Sangster,Peter Cushing,Monster Horror
The White Countess,6.5,36.0,16000000.0,4092682.0,https://www.imdb.com/title/tt0384686/,135,0.255792625,James Ivory,Kazuo Ishiguro,Natasha Richardson,Drama
Köyden Indim Sehire,8.3,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0252619/,91,2.545e-05,Ertem Egilmez,Zeki Alasya,Kemal Sunal,Turkish
Necunoscutul,7.7,36.0,217000.0,4841.0,https://www.imdb.com/title/tt0018528/,68,0.022308755760368663,Tod Browning,Tod Browning,Lon Chaney,Body Horror
O iubire nebună,5.4,36.0,20000000.0,15453274.0,https://www.imdb.com/title/tt0113729/,93,0.7726637,Antonia Bird,Paula Milne,Chris O'Donnell,Comedy
Saraca inima mea,6.2,36.0,20000000.0,217499.0,https://www.imdb.com/title/tt0368774/,98,0.01087495,Asia Argento,Laura Albert,Asia Argento,Drama
The Look of Love,6.0,36.0,20000000.0,1318468.0,https://www.imdb.com/title/tt1951216/,101,0.0659234,Michael Winterbottom,Matt Greenhalgh,Jennifer Ellis,Biography
Unde se termină trotuarul,7.5,36.0,1475000.0,509.0,https://www.imdb.com/title/tt0043132/,95,0.00034508474576271184,Otto Preminger,Ben Hecht,Dana Andrews,Cop Drama
Shorts,4.7,36.0,40000000.0,28972508.0,https://www.imdb.com/title/tt1100119/,89,0.7243127,Robert Rodriguez,Robert Rodriguez,Jimmy Bennett,Animal Adventure
Baska Dilde Ask,7.3,36.0,20000000.0,775930.0,https://www.imdb.com/title/tt1513713/,98,0.0387965,Ilksen Basarir,Ilksen Basarir,Mert Firat,Turkish
Evidence,5.3,36.0,20000000.0,180249.0,https://www.imdb.com/title/tt1828970/,94,0.00901245,Olatunde Osunsanmi,John Swetnam,Torrey DeVitto,Crime
K2,6.2,36.0,12000000.0,3106559.0,https://www.imdb.com/title/tt0102178/,102,0.25887991666666665,Franc Roddam,Patrick Meyers,Michael Biehn,Extreme Sport
Shirley Valentine,7.2,36.0,20000000.0,6056912.0,https://www.imdb.com/title/tt0098319/,108,0.3028456,Lewis Gilbert,Willy Russell,Pauline Collins,Coming-of-Age
Biyeolhan geori,7.3,36.0,4700000.0,10371998.0,https://www.imdb.com/title/tt0821442/,140,2.206808085106383,Ha Yoo,Jeong Moon-Joo,Zo In-sung,Korean
Goodbye World,5.4,36.0,20000000.0,509.0,https://www.imdb.com/title/tt2352802/,99,2.545e-05,Denis Henry Hennelly,Sarah Adina Smith,Adrian Grenier,Comedy
At the Devil's Door,4.8,36.0,20000000.0,74624.0,https://www.imdb.com/title/tt2597242/,91,0.0037312,Nicholas McCarthy,Nicholas McCarthy,Ashley Rickards,Horror
Cobra Verde,6.9,36.0,449936.8554526723,12702.0,https://www.imdb.com/title/tt0094888/,111,0.028230628022727272,Werner Herzog,Bruce Chatwin,Klaus Kinski,German
"Godzilla, King of the Monsters!",6.3,36.0,650000.0,509.0,https://www.imdb.com/title/tt0197521/,80,0.0007830769230769231,Ishirô Honda,Shigeru Kayama,Raymond Burr,Action Epic
Aventurile lui Tadeo Jones,5.9,36.0,5500000.0,49492210.0,https://www.imdb.com/title/tt1764625/,92,8.998583636363636,Enrique Gato,Javier López Barreira,Óscar Barberán,Computer Animation
Third Star,7.2,36.0,1875000.0,14586.0,https://www.imdb.com/title/tt1510906/,92,0.0077792,Hattie Dalton,Vaughan Sivell,Tom Burke,Drama
Straight Time,7.4,36.0,4000000.0,9900000.0,https://www.imdb.com/title/tt0078326/,114,2.475,Ulu Grosbard,Edward Bunker,Dustin Hoffman,Prison Drama
Nu poti saruta mireasa,5.4,36.0,20000000.0,509.0,https://www.imdb.com/title/tt1381418/,99,2.545e-05,Rob Hedden,Rob Hedden,Dave Annable,Caper
Eddie and the Cruisers,7.0,4306.0,20000000.0,4786789.0,https://www.imdb.com/title/tt0085475/,95,0.23933945,Martin Davidson,Martin Davidson,Tom Berenger,Drama
Larger Than Life,5.7,36.0,30000000.0,8315693.0,https://www.imdb.com/title/tt0116823/,93,0.27718976666666667,Howard Franklin,Roy Blount Jr.,Jerry Adler,Road Trip
Caro diario,7.2,36.0,20000000.0,173696.0,https://www.imdb.com/title/tt0109382/,100,0.0086848,Nanni Moretti,Nanni Moretti,Nanni Moretti,Italian
Saturday Night and Sunday Morning,7.5,36.0,125000.0,370.0,https://www.imdb.com/title/tt0054269/,89,0.00296,Karel Reisz,Alan Sillitoe,Albert Finney,Drama
Frontera,6.6,36.0,20000000.0,59696.0,https://www.imdb.com/title/tt2510028/,103,0.0029848,Michael Berry,Michael Berry,Ed Harris,Drama
Te-am prins!,6.2,36.0,20000000.0,10806919.0,https://www.imdb.com/title/tt0089222/,101,0.54034595,Jeff Kanew,Paul G. Hensler,Anthony Edwards,Parody
Hunter Prey,5.8,36.0,425000.0,509.0,https://www.imdb.com/title/tt1270291/,88,0.0011976470588235294,Sandy Collora,Nick Damon,Clark Bartram,Sci-Fi
Julien Donkey-Boy,6.7,36.0,20000000.0,92442.0,https://www.imdb.com/title/tt0192194/,94,0.0046221,Harmony Korine,Harmony Korine,Ewen Bremner,Dark Comedy
Les bronzés font du ski,7.4,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0078907/,90,2.545e-05,Patrice Leconte,Josiane Balasko,Josiane Balasko,French
King Kong vs. Godzilla,5.7,36.0,200000.0,509.0,https://www.imdb.com/title/tt0056142/,97,0.002545,Ishirô Honda,Shin'ichi Sekizawa,Michael Keith,Dinosaur Adventure
Harrison's Flowers,7.0,36.0,8000000.0,3033646.0,https://www.imdb.com/title/tt0216799/,130,0.37920575,Élie Chouraqui,Isabel Ellsen,Andie MacDowell,Drama
When Night Is Falling,6.5,36.0,20000000.0,919671.0,https://www.imdb.com/title/tt0114916/,94,0.04598355,Patricia Rozema,Patricia Rozema,Pascale Bussières,Drama
Povestea unei servitoare,6.0,36.0,20000000.0,4960385.0,https://www.imdb.com/title/tt0099731/,109,0.24801925,Volker Schlöndorff,Margaret Atwood,Natasha Richardson,Dystopian Sci-Fi
Podul Cassandra,6.3,36.0,6000000.0,509.0,https://www.imdb.com/title/tt0074292/,129,8.483333333333334e-05,George P. Cosmatos,Robert Katz,Sophia Loren,Conspiracy Thriller
Valley of the Dolls,6.0,36.0,4690000.0,509.0,https://www.imdb.com/title/tt0062430/,123,0.00010852878464818764,Mark Robson,Jacqueline Susann,Barbara Parkins,Drama
La tête en friche,7.2,36.0,20000000.0,17107143.0,https://www.imdb.com/title/tt1455151/,82,0.85535715,Jean Becker,Jean Becker,Gérard Depardieu,French
Doctor în dragoste,6.4,36.0,20000000.0,1375623.0,https://www.imdb.com/title/tt3554418/,130,0.06878115,Shashanka Ghosh,D.N. Mukherjee,Sonam Kapoor,Hindi
Focul fatidic,7.8,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0057058/,108,2.545e-05,Louis Malle,Pierre Drieu La Rochelle,Maurice Ronet,French
Bad ma ra khahad bord,7.4,36.0,20000000.0,259510.0,https://www.imdb.com/title/tt0209463/,118,0.0129755,Abbas Kiarostami,Mahmoud Aiden,Behzad Dorani,Persian
Un rege la New York,7.0,36.0,20000000.0,910.0,https://www.imdb.com/title/tt0050598/,110,4.55e-05,Charles Chaplin,Charles Chaplin,Charles Chaplin,Satire
Genova,6.0,36.0,20000000.0,2147830.0,https://www.imdb.com/title/tt0791303/,93,0.1073915,Michael Winterbottom,Laurence Coriat,Colin Firth,Drama
Razbunatorul,5.1,36.0,875000.0,1362653.0,https://www.imdb.com/title/tt1100053/,91,1.5573177142857142,Jon Wright,Stephen Prentice,Alex Pettyfer,Dark Comedy
Și Dumnezeu a creat femeia,6.3,36.0,300000.0,509.0,https://www.imdb.com/title/tt0049189/,95,0.0016966666666666666,Roger Vadim,Roger Vadim,Brigitte Bardot,French
Tre uomini e una gamba,7.7,36.0,20000000.0,509.0,https://www.imdb.com/title/tt0135007/,100,2.545e-05,Aldo Baglio,Aldo Baglio,Aldo Baglio,Italian
Păcatele tatălui,6.6,36.0,22000000.0,2154571.0,https://www.imdb.com/title/tt0258967/,111,0.09793504545454546,Tom McLoughlin,Christopher Murphey,Andy Garcia,Crime
Black Robe,7.1,36.0,7260000.0,8212122.0,https://www.imdb.com/title/tt0101465/,101,1.1311462809917356,Bruce Beresford,Brian Moore,Lothaire Bluteau,Period Drama
Dark Was the Night,5.6,36.0,20000000.0,509.0,https://www.imdb.com/title/tt2251281/,99,2.545e-05,Jack Heller,Tyler Hisel,Kevin Durand,Supernatural Horror
The Survivalist,6.4,36.0,20000000.0,56971.0,https://www.imdb.com/title/tt2580382/,104,0.00284855,Stephen Fingleton,Stephen Fingleton,Martin McCann,Dystopian Sci-Fi
"Brutti, sporchi e cattivi",7.7,36.0,20000000.0,7144.0,https://www.imdb.com/title/tt0074252/,115,0.0003572,Ettore Scola,Ruggero Maccari,Francesco Anniballi,Italian
The Old Man and the Sea,6.9,36.0,5000000.0,67740.0,https://www.imdb.com/title/tt0052027/,86,0.013548,John Sturges,Ernest Hemingway,Spencer Tracy,Adventure Epic
Cele trei feţe ale Evei,7.2,36.0,965000.0,509.0,https://www.imdb.com/title/tt0051077/,91,0.000527461139896373,Nunnally Johnson,Nunnally Johnson,Joanne Woodward,Drama
Baarìa,6.9,36.0,30800000.000000004,16017513.0,https://www.imdb.com/title/tt1081935/,163,0.5200491233766233,Giuseppe Tornatore,Giuseppe Tornatore,Francesco Scianna,Comedy
Krámpack,6.6,36.0,20000000.0,372850.0,https://www.imdb.com/title/tt0250478/,91,0.0186425,Cesc Gay,Tomàs Aragay,Fernando Ramallo,Comedy
Călătorie în Italia,7.3,36.0,20000000.0,20072.0,https://www.imdb.com/title/tt0046511/,85,0.0010036,Roberto Rossellini,Vitaliano Brancati,Ingrid Bergman,Drama
Grzeli nateli dgeebi,7.3,36.0,20000000.0,97236.0,https://www.imdb.com/title/tt2741806/,102,0.0048618,Nana Ekvtimishvili,Nana Ekvtimishvili,Lika Babluani,Drama
Scufundaţi cuirasatul Bismarck!,7.2,36.0,1330000.0,509.0,https://www.imdb.com/title/tt0054310/,97,0.00038270676691729325,Lewis Gilbert,Edmund H. North,Kenneth More,Action
Aventurile lui Sammy,6.0,36.0,20000000.0,70627617.0,https://www.imdb.com/title/tt1230204/,88,3.53138085,Ben Stassen,Ben Stassen,Anthony Anderson,Computer Animation
Luptatorii dreptatii,6.1,36.0,20000000.0,8830435.0,https://www.imdb.com/title/tt0482930/,94,0.44152175,Wilson Yip,Yuk Long Wong,Yuk Long Wong,Cantonese
